Occupation,S.NO,Name,Nationality,Current Rank,Previous Year Rank,Category,New Category,Year,earnings,earnings_avg_1,earnings_avg_2,,,,,,,
Celebrities,686,Gordon Ramsay,n/a,n/a,n/a,Personalities,Personalities,2008,7.5,41.59,42.58,,,,,,,
Celebrities,688,Lauren Conrad,n/a,n/a,n/a,Personalities,Personalities,2008,1.5,41.59,42.58,,,,,,,
Celebrities,691,Paula Deen,n/a,n/a,n/a,Personalities,Personalities,2008,4.5,41.59,42.58,,,,,,,
Celebrities,675,Patrick Dempsey,n/a,n/a,n/a,Television actors,Actors/Actresses,2008,13.5,41.59,25.14,,,,,,,
Celebrities,676,Charlie Sheen,n/a,n/a,n/a,Television actors,Actors/Actresses,2008,20,41.59,25.14,,,,,,,
Celebrities,661,Eva Longoria,n/a,n/a,n/a,Television actresses,Actors/Actresses,2008,9,41.59,25.14,,,,,,,
Celebrities,663,Sarah Jessica Parker,n/a,n/a,n/a,Television actresses,Actors/Actresses,2008,18,41.59,25.14,,,,,,,
Celebrities,685,Ashley Tisdale,n/a,n/a,n/a,Television actresses,Actors/Actresses,2008,5.5,41.59,25.14,,,,,,,
Celebrities,687,Jennifer Love Hewitt,n/a,n/a,n/a,Television actresses,Actors/Actresses,2008,5,41.59,25.14,,,,,,,
Celebrities,689,Vanessa Williams,n/a,n/a,n/a,Television actresses,Actors/Actresses,2008,4.5,41.59,25.14,,,,,,,
Celebrities,690,Tina Fey,n/a,n/a,n/a,Television actresses,Actors/Actresses,2008,4.6,41.59,25.14,,,,,,,
Celebrities,700,Brad Pitt,n/a,n/a,n/a,Actors,Actors/Actresses,2009,28,42.43,23.19,,,,,,,
Celebrities,702,Will Smith,n/a,n/a,n/a,Actors,Actors/Actresses,2009,45,42.43,23.19,,,,,,,
Celebrities,707,Adam Sandler,n/a,n/a,n/a,Actors,Actors/Actresses,2009,55,42.43,23.19,,,,,,,
Celebrities,708,Harrison Ford,n/a,n/a,n/a,Actors,Actors/Actresses,2009,65,42.43,23.19,,,,,,,
Celebrities,711,Tom Cruise,n/a,n/a,n/a,Actors,Actors/Actresses,2009,33,42.43,23.19,,,,,,,
Celebrities,730,Tom Hanks,n/a,n/a,n/a,Actors,Actors/Actresses,2009,35,42.43,23.19,,,,,,,
Celebrities,736,Nicolas Cage,n/a,n/a,n/a,Actors,Actors/Actresses,2009,40,42.43,23.19,,,,,,,
Celebrities,739,George Clooney,n/a,n/a,n/a,Actors,Actors/Actresses,2009,25,42.43,23.19,,,,,,,
Celebrities,761,Daniel Radcliffe,n/a,n/a,n/a,Actors,Actors/Actresses,2009,25,42.43,23.19,,,,,,,
Celebrities,782,Alec Baldwin,n/a,n/a,n/a,Actors,Actors/Actresses,2009,8,42.43,23.19,,,,,,,
Celebrities,692,Angelina Jolie,n/a,n/a,n/a,Actresses,Actors/Actresses,2009,27,42.43,23.19,,,,,,,
Celebrities,699,Jennifer Aniston,n/a,n/a,n/a,Actresses,Actors/Actresses,2009,25,42.43,23.19,,,,,,,
Celebrities,755,Meryl Streep,n/a,n/a,n/a,Actresses,Actors/Actresses,2009,24,42.43,23.19,,,,,,,
Celebrities,762,Reese Witherspoon,n/a,n/a,n/a,Actresses,Actors/Actresses,2009,15,42.43,23.19,,,,,,,
Celebrities,764,Cameron Diaz,n/a,n/a,n/a,Actresses,Actors/Actresses,2009,20,42.43,23.19,,,,,,,
Celebrities,765,Nicole Kidman,n/a,n/a,n/a,Actresses,Actors/Actresses,2009,9,42.43,23.19,,,,,,,
Celebrities,776,Anne Hathaway,n/a,n/a,n/a,Actresses,Actors/Actresses,2009,7,42.43,23.19,,,,,,,
Celebrities,778,Drew Barrymore,n/a,n/a,n/a,Actresses,Actors/Actresses,2009,12,42.43,23.19,,,,,,,
Celebrities,783,Sandra Bullock,n/a,n/a,n/a,Actresses,Actors/Actresses,2009,17,42.43,23.19,,,,,,,
Celebrities,717,Stephenie Meyer,n/a,n/a,n/a,Authors,Authors,2009,50,42.43,46.67,,,,,,,
Celebrities,752,James Patterson,n/a,n/a,n/a,Authors,Authors,2009,60,42.43,46.67,,,,,,,
Celebrities,759,Stephen King,n/a,n/a,n/a,Authors,Authors,2009,30,42.43,46.67,,,,,,,
Celebrities,728,Jerry Seinfeld,n/a,n/a,n/a,Comedians,Comedians,2009,85,42.43,41.75,,,,,,,
Celebrities,732,Eddie Murphy,n/a,n/a,n/a,Comedians,Comedians,2009,40,42.43,41.75,,,,,,,
Celebrities,734,Jay Leno,n/a,n/a,n/a,Comedians,Comedians,2009,32,42.43,41.75,,,,,,,
Celebrities,745,Chris Rock,n/a,n/a,n/a,Comedians,Comedians,2009,42,42.43,41.75,,,,,,,
Celebrities,747,Jim Carrey,n/a,n/a,n/a,Comedians,Comedians,2009,30,42.43,41.75,,,,,,,
Celebrities,756,Larry David,n/a,n/a,n/a,Comedians,Comedians,2009,55,42.43,41.75,,,,,,,
Celebrities,775,Jeff Dunham,n/a,n/a,n/a,Comedians,Comedians,2009,30,42.43,41.75,,,,,,,
Celebrities,784,Steve Carell,n/a,n/a,n/a,Comedians,Comedians,2009,20,42.43,41.75,,,,,,,
Celebrities,698,Steven Spielberg,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2009,150,42.43,95.83,,,,,,,
Celebrities,715,George Lucas,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2009,170,42.43,95.83,,,,,,,
Celebrities,721,Tyler Perry,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2009,75,42.43,95.83,,,,,,,
Celebrities,724,Clint Eastwood,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2009,35,42.43,95.83,,,,,,,
Celebrities,742,Brian Grazer/Ron Howard,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2009,45,42.43,95.83,,,,,,,
Celebrities,744,Jerry Bruckheimer,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2009,100,42.43,95.83,,,,,,,
Celebrities,771,David Copperfield,n/a,n/a,n/a,Magicians,Magicians,2009,30,42.43,25,,,,,,,
Celebrities,787,Penn & Teller,n/a,n/a,n/a,Magicians,Magicians,2009,20,42.43,25,,,,,,,
Celebrities,763,Gisele Bündchen,n/a,n/a,n/a,Models,Models,2009,25,42.43,16.75,,,,,,,
Celebrities,769,Heidi Klum,n/a,n/a,n/a,Models,Models,2009,16,42.43,16.75,,,,,,,
Celebrities,773,Katherine Heigl,n/a,n/a,n/a,Models,Models,2009,18,42.43,16.75,,,,,,,
Celebrities,788,Kate Moss,n/a,n/a,n/a,Models,Models,2009,8,42.43,16.75,,,,,,,
Celebrities,694,Madonna,n/a,n/a,n/a,Musicians,Musicians,2009,110,42.43,48.21,,,,,,,
Celebrities,695,Beyonce Knowles,n/a,n/a,n/a,Musicians,Musicians,2009,87,42.43,48.21,,,,,,,
Celebrities,697,Bruce Springsteen,n/a,n/a,n/a,Musicians,Musicians,2009,70,42.43,48.21,,,,,,,
Celebrities,704,Britney Spears,n/a,n/a,n/a,Musicians,Musicians,2009,35,42.43,48.21,,,,,,,
Celebrities,706,Coldplay,n/a,n/a,n/a,Musicians,Musicians,2009,70,42.43,48.21,,,,,,,
Celebrities,712,Bon Jovi,n/a,n/a,n/a,Musicians,Musicians,2009,50,42.43,48.21,,,,,,,
Celebrities,720,Miley Cyrus,n/a,n/a,n/a,Musicians,Musicians,2009,25,42.43,48.21,,,,,,,
Celebrities,722,Kenny Chesney,n/a,n/a,n/a,Musicians,Musicians,2009,65,42.43,48.21,,,,,,,
Celebrities,723,Jay-Z,n/a,n/a,n/a,Musicians,Musicians,2009,35,42.43,48.21,,,,,,,
Celebrities,726,Sean (Diddy) Combs,n/a,n/a,n/a,Musicians,Musicians,2009,30,42.43,48.21,,,,,,,
Celebrities,729,Dave Matthews Band,n/a,n/a,n/a,Musicians,Musicians,2009,65,42.43,48.21,,,,,,,
Celebrities,733,Rascal Flatts,n/a,n/a,n/a,Musicians,Musicians,2009,60,42.43,48.21,,,,,,,
Celebrities,737,Kanye West,n/a,n/a,n/a,Musicians,Musicians,2009,25,42.43,48.21,,,,,,,
Celebrities,738,AC/DC,n/a,n/a,n/a,Musicians,Musicians,2009,60,42.43,48.21,,,,,,,
Celebrities,741,50 Cent,n/a,n/a,n/a,Musicians,Musicians,2009,20,42.43,48.21,,,,,,,
Celebrities,750,Toby Keith,n/a,n/a,n/a,Musicians,Musicians,2009,52,42.43,48.21,,,,,,,
Celebrities,751,Jonas Brothers,n/a,n/a,n/a,Musicians,Musicians,2009,25,42.43,48.21,,,,,,,
Celebrities,760,Taylor Swift,n/a,n/a,n/a,Musicians,Musicians,2009,18,42.43,48.21,,,,,,,
Celebrities,766,Carrie Underwood,n/a,n/a,n/a,Musicians,Musicians,2009,14,42.43,48.21,,,,,,,
Celebrities,693,Oprah Winfrey,n/a,n/a,n/a,Personalities,Personalities,2009,275,42.43,56.71,,,,,,,
Celebrities,703,Dr. Phil McGraw,n/a,n/a,n/a,Personalities,Personalities,2009,80,42.43,56.71,,,,,,,
Celebrities,705,David Letterman,n/a,n/a,n/a,Personalities,Personalities,2009,45,42.43,56.71,,,,,,,
Celebrities,713,Donald Trump,n/a,n/a,n/a,Personalities,Personalities,2009,50,42.43,56.71,,,,,,,
Celebrities,714,Rush Limbaugh,n/a,n/a,n/a,Personalities,Personalities,2009,54,42.43,56.71,,,,,,,
Celebrities,716,Simon Cowell,n/a,n/a,n/a,Personalities,Personalities,2009,75,42.43,56.71,,,,,,,
Celebrities,725,Howard Stern,n/a,n/a,n/a,Personalities,Personalities,2009,70,42.43,56.71,,,,,,,
Celebrities,731,Ellen DeGeneres,n/a,n/a,n/a,Personalities,Personalities,2009,35,42.43,56.71,,,,,,,
Celebrities,735,Ryan Seacrest,n/a,n/a,n/a,Personalities,Personalities,2009,38,42.43,56.71,,,,,,,
Celebrities,740,Barack Obama,n/a,n/a,n/a,Personalities,Personalities,2009,2,42.43,56.71,,,,,,,
Celebrities,770,Rachael Ray,n/a,n/a,n/a,Personalities,Personalities,2009,15,42.43,56.71,,,,,,,
Celebrities,772,Glenn Beck,n/a,n/a,n/a,Personalities,Personalities,2009,23,42.43,56.71,,,,,,,
Celebrities,774,Jon Stewart,n/a,n/a,n/a,Personalities,Personalities,2009,14,42.43,56.71,,,,,,,
Celebrities,786,Wolfgang Puck,n/a,n/a,n/a,Personalities,Personalities,2009,18,42.43,56.71,,,,,,,
Celebrities,779,Charlie Sheen,n/a,n/a,n/a,Television actors,Actors/Actresses,2009,21,42.43,23.19,,,,,,,
Celebrities,785,Hugh Laurie,n/a,n/a,n/a,Television actors,Actors/Actresses,2009,10,42.43,23.19,,,,,,,
Celebrities,749,Sarah Jessica Parker,n/a,n/a,n/a,Television actresses,Actors/Actresses,2009,27,42.43,23.19,,,,,,,
Celebrities,777,Tina Fey,n/a,n/a,n/a,Television actresses,Actors/Actresses,2009,7,42.43,23.19,,,,,,,
Celebrities,780,Eva Longoria,n/a,n/a,n/a,Television actresses,Actors/Actresses,2009,9,42.43,23.19,,,,,,,
Celebrities,789,Mariska Hargitay,n/a,n/a,n/a,Television actresses,Actors/Actresses,2009,8,42.43,23.19,,,,,,,
Celebrities,790,Jennifer Love Hewitt,n/a,n/a,n/a,Television actresses,Actors/Actresses,2009,6,42.43,23.19,,,,,,,
Celebrities,800,Johnny Depp,n/a,n/a,n/a,Actors,Actors/Actresses,2010,75,48.8,24.93,,,,,,,
Celebrities,821,Brad Pitt,n/a,n/a,n/a,Actors,Actors/Actresses,2010,20,48.8,24.93,,,,,,,
Celebrities,832,Tom Hanks,n/a,n/a,n/a,Actors,Actors/Actresses,2010,45,48.8,24.93,,,,,,,
Celebrities,837,Ben Stiller,n/a,n/a,n/a,Actors,Actors/Actresses,2010,53,48.8,24.93,,,,,,,
Celebrities,841,Robert Pattinson,n/a,n/a,n/a,Actors,Actors/Actresses,2010,17,48.8,24.93,,,,,,,
Celebrities,847,Tom Cruise,n/a,n/a,n/a,Actors,Actors/Actresses,2010,22,48.8,24.93,,,,,,,
Celebrities,848,Adam Sandler,n/a,n/a,n/a,Actors,Actors/Actresses,2010,40,48.8,24.93,,,,,,,
Celebrities,849,George Clooney,n/a,n/a,n/a,Actors,Actors/Actresses,2010,19,48.8,24.93,,,,,,,
Celebrities,862,Leonardo DiCaprio,n/a,n/a,n/a,Actors,Actors/Actresses,2010,28,48.8,24.93,,,,,,,
Celebrities,864,Robert Downey Jr.,n/a,n/a,n/a,Actors,Actors/Actresses,2010,22,48.8,24.93,,,,,,,
Celebrities,873,Daniel Radcliffe,n/a,n/a,n/a,Actors,Actors/Actresses,2010,25,48.8,24.93,,,,,,,
Celebrities,879,Alec Baldwin,n/a,n/a,n/a,Actors,Actors/Actresses,2010,8.5,48.8,24.93,,,,,,,
Celebrities,799,Sandra Bullock,n/a,n/a,n/a,Actresses,Actors/Actresses,2010,56,48.8,24.93,,,,,,,
Celebrities,809,Angelina Jolie,n/a,n/a,n/a,Actresses,Actors/Actresses,2010,20,48.8,24.93,,,,,,,
Celebrities,817,Jennifer Aniston,n/a,n/a,n/a,Actresses,Actors/Actresses,2010,27,48.8,24.93,,,,,,,
Celebrities,851,Cameron Diaz,n/a,n/a,n/a,Actresses,Actors/Actresses,2010,32,48.8,24.93,,,,,,,
Celebrities,857,Kristen Stewart,n/a,n/a,n/a,Actresses,Actors/Actresses,2010,12,48.8,24.93,,,,,,,
Celebrities,866,Reese Witherspoon,n/a,n/a,n/a,Actresses,Actors/Actresses,2010,32,48.8,24.93,,,,,,,
Celebrities,868,Julia Roberts,n/a,n/a,n/a,Actresses,Actors/Actresses,2010,20,48.8,24.93,,,,,,,
Celebrities,870,Meryl Streep,n/a,n/a,n/a,Actresses,Actors/Actresses,2010,13,48.8,24.93,,,,,,,
Celebrities,878,Drew Barrymore,n/a,n/a,n/a,Actresses,Actors/Actresses,2010,15,48.8,24.93,,,,,,,
Celebrities,888,Kate Hudson,n/a,n/a,n/a,Actresses,Actors/Actresses,2010,11,48.8,24.93,,,,,,,
Celebrities,844,James Patterson,n/a,n/a,n/a,Authors,Authors,2010,70,48.8,48,,,,,,,
Celebrities,850,Stephenie Meyer,n/a,n/a,n/a,Authors,Authors,2010,40,48.8,48,,,,,,,
Celebrities,860,Stephen King,n/a,n/a,n/a,Authors,Authors,2010,34,48.8,48,,,,,,,
Celebrities,825,Jay Leno,n/a,n/a,n/a,Comedians,Comedians,2010,35,48.8,34.07,,,,,,,
Celebrities,828,Jerry Seinfeld,n/a,n/a,n/a,Comedians,Comedians,2010,75,48.8,34.07,,,,,,,
Celebrities,869,Steve Carell,n/a,n/a,n/a,Comedians,Comedians,2010,34,48.8,34.07,,,,,,,
Celebrities,875,Ray Romano,n/a,n/a,n/a,Comedians,Comedians,2010,35,48.8,34.07,,,,,,,
Celebrities,884,Jeff Dunham,n/a,n/a,n/a,Comedians,Comedians,2010,22.5,48.8,34.07,,,,,,,
Celebrities,885,George Lopez,n/a,n/a,n/a,Comedians,Comedians,2010,18,48.8,34.07,,,,,,,
Celebrities,889,Chelsea Handler,n/a,n/a,n/a,Comedians,Comedians,2010,19,48.8,34.07,,,,,,,
Celebrities,794,James Cameron,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2010,210,48.8,125,,,,,,,
Celebrities,813,Steven Spielberg,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2010,100,48.8,125,,,,,,,
Celebrities,816,Tyler Perry,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2010,125,48.8,125,,,,,,,
Celebrities,823,Michael Bay,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2010,120,48.8,125,,,,,,,
Celebrities,833,George Lucas,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2010,95,48.8,125,,,,,,,
Celebrities,838,Jerry Bruckheimer,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2010,100,48.8,125,,,,,,,
Celebrities,876,Gisele Bündchen,n/a,n/a,n/a,Models,Models,2010,25,48.8,16.38,,,,,,,
Celebrities,877,Heidi Klum,n/a,n/a,n/a,Models,Models,2010,16,48.8,16.38,,,,,,,
Celebrities,882,Kate Moss,n/a,n/a,n/a,Models,Models,2010,9,48.8,16.38,,,,,,,
Celebrities,886,Katherine Heigl,n/a,n/a,n/a,Models,Models,2010,15.5,48.8,16.38,,,,,,,
Celebrities,793,Beyonce Knowles,n/a,n/a,n/a,Musicians,Musicians,2010,87,48.8,55.14,,,,,,,
Celebrities,795,Lady Gaga,n/a,n/a,n/a,Musicians,Musicians,2010,62,48.8,55.14,,,,,,,
Celebrities,797,Britney Spears,n/a,n/a,n/a,Musicians,Musicians,2010,64,48.8,55.14,,,,,,,
Celebrities,798,U2,n/a,n/a,n/a,Musicians,Musicians,2010,130,48.8,55.14,,,,,,,
Celebrities,801,Madonna,n/a,n/a,n/a,Musicians,Musicians,2010,58,48.8,55.14,,,,,,,
Celebrities,803,Taylor Swift,n/a,n/a,n/a,Musicians,Musicians,2010,45,48.8,55.14,,,,,,,
Celebrities,804,Miley Cyrus,n/a,n/a,n/a,Musicians,Musicians,2010,48,48.8,55.14,,,,,,,
Celebrities,806,Jay-Z,n/a,n/a,n/a,Musicians,Musicians,2010,63,48.8,55.14,,,,,,,
Celebrities,807,Black Eyed Peas,n/a,n/a,n/a,Musicians,Musicians,2010,48,48.8,55.14,,,,,,,
Celebrities,808,Bruce Springsteen,n/a,n/a,n/a,Musicians,Musicians,2010,70,48.8,55.14,,,,,,,
Celebrities,818,Pink,n/a,n/a,n/a,Musicians,Musicians,2010,44,48.8,55.14,,,,,,,
Celebrities,826,Coldplay,n/a,n/a,n/a,Musicians,Musicians,2010,48,48.8,55.14,,,,,,,
Celebrities,829,AC/DC,n/a,n/a,n/a,Musicians,Musicians,2010,114,48.8,55.14,,,,,,,
Celebrities,831,Jonas Brothers,n/a,n/a,n/a,Musicians,Musicians,2010,35.5,48.8,55.14,,,,,,,
Celebrities,845,Kenny Chesney,n/a,n/a,n/a,Musicians,Musicians,2010,50,48.8,55.14,,,,,,,
Celebrities,853,Rascal Flatts,n/a,n/a,n/a,Musicians,Musicians,2010,45,48.8,55.14,,,,,,,
Celebrities,858,Toby Keith,n/a,n/a,n/a,Musicians,Musicians,2010,48,48.8,55.14,,,,,,,
Celebrities,859,Sean (Diddy) Combs,n/a,n/a,n/a,Musicians,Musicians,2010,30,48.8,55.14,,,,,,,
Celebrities,865,Lil Wayne,n/a,n/a,n/a,Musicians,Musicians,2010,20,48.8,55.14,,,,,,,
Celebrities,867,Keith Urban,n/a,n/a,n/a,Musicians,Musicians,2010,27.5,48.8,55.14,,,,,,,
Celebrities,871,Akon,n/a,n/a,n/a,Musicians,Musicians,2010,21,48.8,55.14,,,,,,,
Celebrities,792,Oprah Winfrey,n/a,n/a,n/a,Personalities,Personalities,2010,315,48.8,76.88,,,,,,,
Celebrities,802,Simon Cowell,n/a,n/a,n/a,Personalities,Personalities,2010,80,48.8,76.88,,,,,,,
Celebrities,810,Rush Limbaugh,n/a,n/a,n/a,Personalities,Personalities,2010,58.5,48.8,76.88,,,,,,,
Celebrities,812,Dr. Phil McGraw,n/a,n/a,n/a,Personalities,Personalities,2010,80,48.8,76.88,,,,,,,
Celebrities,814,Ellen DeGeneres,n/a,n/a,n/a,Personalities,Personalities,2010,55,48.8,76.88,,,,,,,
Celebrities,815,David Letterman,n/a,n/a,n/a,Personalities,Personalities,2010,45,48.8,76.88,,,,,,,
Celebrities,824,Donald Trump,n/a,n/a,n/a,Personalities,Personalities,2010,50,48.8,76.88,,,,,,,
Celebrities,830,Howard Stern,n/a,n/a,n/a,Personalities,Personalities,2010,70,48.8,76.88,,,,,,,
Celebrities,834,Glenn Beck,n/a,n/a,n/a,Personalities,Personalities,2010,35,48.8,76.88,,,,,,,
Celebrities,835,Ryan Seacrest,n/a,n/a,n/a,Personalities,Personalities,2010,51,48.8,76.88,,,,,,,
Celebrities,842,Conan O'Brien,n/a,n/a,n/a,Personalities,Personalities,2010,38,48.8,76.88,,,,,,,
Celebrities,863,Judge Judy Sheindlin,n/a,n/a,n/a,Personalities,Personalities,2010,45,48.8,76.88,,,,,,,
Celebrities,854,Charlie Sheen,n/a,n/a,n/a,Television actors,Actors/Actresses,2010,30,48.8,24.93,,,,,,,
Celebrities,880,Kiefer Sutherland,n/a,n/a,n/a,Television actors,Actors/Actresses,2010,20,48.8,24.93,,,,,,,
Celebrities,861,Sarah Jessica Parker,n/a,n/a,n/a,Television actresses,Actors/Actresses,2010,25,48.8,24.93,,,,,,,
Celebrities,881,Tina Fey,n/a,n/a,n/a,Television actresses,Actors/Actresses,2010,7.5,48.8,24.93,,,,,,,
Celebrities,883,Eva Longoria,n/a,n/a,n/a,Television actresses,Actors/Actresses,2010,12,48.8,24.93,,,,,,,
Celebrities,890,Jennifer Love Hewitt,n/a,n/a,n/a,Television actresses,Actors/Actresses,2010,6.5,48.8,24.93,,,,,,,
Celebrities,891,Mariska Hargitay,n/a,n/a,n/a,Television actresses,Actors/Actresses,2010,9.5,48.8,24.93,,,,,,,
Celebrities,904,Johnny Depp,n/a,n/a,n/a,Actors,Actors/Actresses,2011,50,47.11,25.26,,,,,,,
Celebrities,906,Leonardo DiCaprio,n/a,n/a,n/a,Actors,Actors/Actresses,2011,77,47.11,25.26,,,,,,,
Celebrities,932,Adam Sandler,n/a,n/a,n/a,Actors,Actors/Actresses,2011,40,47.11,25.26,,,,,,,
Celebrities,936,Brad Pitt,n/a,n/a,n/a,Actors,Actors/Actresses,2011,20,47.11,25.26,,,,,,,
Celebrities,944,Robert Pattinson,n/a,n/a,n/a,Actors,Actors/Actresses,2011,20,47.11,25.26,,,,,,,
Celebrities,949,Tom Hanks,n/a,n/a,n/a,Actors,Actors/Actresses,2011,35,47.11,25.26,,,,,,,
Celebrities,956,Will Smith,n/a,n/a,n/a,Actors,Actors/Actresses,2011,36,47.11,25.26,,,,,,,
Celebrities,957,Robert Downey Jr.,n/a,n/a,n/a,Actors,Actors/Actresses,2011,31,47.11,25.26,,,,,,,
Celebrities,959,Ben Stiller,n/a,n/a,n/a,Actors,Actors/Actresses,2011,34,47.11,25.26,,,,,,,
Celebrities,965,Mark Wahlberg,n/a,n/a,n/a,Actors,Actors/Actresses,2011,28,47.11,25.26,,,,,,,
Celebrities,902,Angelina Jolie,n/a,n/a,n/a,Actresses,Actors/Actresses,2011,30,47.11,25.26,,,,,,,
Celebrities,912,Jennifer Aniston,n/a,n/a,n/a,Actresses,Actors/Actresses,2011,28,47.11,25.26,,,,,,,
Celebrities,935,Sandra Bullock,n/a,n/a,n/a,Actresses,Actors/Actresses,2011,15,47.11,25.26,,,,,,,
Celebrities,954,Kristen Stewart,n/a,n/a,n/a,Actresses,Actors/Actresses,2011,20,47.11,25.26,,,,,,,
Celebrities,955,Reese Witherspoon,n/a,n/a,n/a,Actresses,Actors/Actresses,2011,28,47.11,25.26,,,,,,,
Celebrities,961,Julia Roberts,n/a,n/a,n/a,Actresses,Actors/Actresses,2011,20,47.11,25.26,,,,,,,
Celebrities,966,Natalie Portman,n/a,n/a,n/a,Actresses,Actors/Actresses,2011,8,47.11,25.26,,,,,,,
Celebrities,972,Cameron Diaz,n/a,n/a,n/a,Actresses,Actors/Actresses,2011,18,47.11,25.26,,,,,,,
Celebrities,928,James Patterson,n/a,n/a,n/a,Authors,Authors,2011,84,47.11,42,,,,,,,
Celebrities,969,Danielle Steel,n/a,n/a,n/a,Authors,Authors,2011,35,47.11,42,,,,,,,
Celebrities,970,Stephen King,n/a,n/a,n/a,Authors,Authors,2011,28,47.11,42,,,,,,,
Celebrities,981,Stephenie Meyer,n/a,n/a,n/a,Authors,Authors,2011,21,47.11,42,,,,,,,
Celebrities,931,Jerry Seinfeld,n/a,n/a,n/a,Comedians,Comedians,2011,70,47.11,29.5,,,,,,,
Celebrities,947,Jay Leno,n/a,n/a,n/a,Comedians,Comedians,2011,32,47.11,29.5,,,,,,,
Celebrities,978,Steve Carell,n/a,n/a,n/a,Comedians,Comedians,2011,15,47.11,29.5,,,,,,,
Celebrities,979,Jeff Dunham,n/a,n/a,n/a,Comedians,Comedians,2011,20,47.11,29.5,,,,,,,
Celebrities,982,Larry the Cable Guy,n/a,n/a,n/a,Comedians,Comedians,2011,20,47.11,29.5,,,,,,,
Celebrities,986,Ray Romano,n/a,n/a,n/a,Comedians,Comedians,2011,20,47.11,29.5,,,,,,,
Celebrities,910,Tyler Perry,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2011,130,47.11,77.88,,,,,,,
Celebrities,913,Steven Spielberg,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2011,107,47.11,77.88,,,,,,,
Celebrities,918,James Cameron,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2011,70,47.11,77.88,,,,,,,
Celebrities,930,Jerry Bruckheimer,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2011,113,47.11,77.88,,,,,,,
Celebrities,938,Christopher Nolan,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2011,53,47.11,77.88,,,,,,,
Celebrities,945,Dick Wolf,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2011,70,47.11,77.88,,,,,,,
Celebrities,958,Mark Burnett,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2011,45,47.11,77.88,,,,,,,
Celebrities,968,Chuck Lorre,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2011,35,47.11,77.88,,,,,,,
Celebrities,951,Gisele Bündchen,n/a,n/a,n/a,Models,Models,2011,45,47.11,24.25,,,,,,,
Celebrities,974,Heidi Klum,n/a,n/a,n/a,Models,Models,2011,20,47.11,24.25,,,,,,,
Celebrities,980,Katherine Heigl,n/a,n/a,n/a,Models,Models,2011,19,47.11,24.25,,,,,,,
Celebrities,985,Kate Moss,n/a,n/a,n/a,Models,Models,2011,13,47.11,24.25,,,,,,,
Celebrities,892,Lady Gaga,n/a,n/a,n/a,Musicians,Musicians,2011,90,47.11,55.38,,,,,,,
Celebrities,894,Justin Bieber,n/a,n/a,n/a,Musicians,Musicians,2011,53,47.11,55.38,,,,,,,
Celebrities,895,U2,n/a,n/a,n/a,Musicians,Musicians,2011,195,47.11,55.38,,,,,,,
Celebrities,896,Elton John,n/a,n/a,n/a,Musicians,Musicians,2011,100,47.11,55.38,,,,,,,
Celebrities,898,Taylor Swift,n/a,n/a,n/a,Musicians,Musicians,2011,45,47.11,55.38,,,,,,,
Celebrities,899,Bon Jovi,n/a,n/a,n/a,Musicians,Musicians,2011,125,47.11,55.38,,,,,,,
Celebrities,903,Katy Perry,n/a,n/a,n/a,Musicians,Musicians,2011,44,47.11,55.38,,,,,,,
Celebrities,907,Black Eyed Peas,n/a,n/a,n/a,Musicians,Musicians,2011,61,47.11,55.38,,,,,,,
Celebrities,911,Paul McCartney,n/a,n/a,n/a,Musicians,Musicians,2011,67,47.11,55.38,,,,,,,
Celebrities,920,Beyonce Knowles,n/a,n/a,n/a,Musicians,Musicians,2011,35,47.11,55.38,,,,,,,
Celebrities,923,Usher,n/a,n/a,n/a,Musicians,Musicians,2011,46,47.11,55.38,,,,,,,
Celebrities,925,Muse,n/a,n/a,n/a,Musicians,Musicians,2011,35,47.11,55.38,,,,,,,
Celebrities,929,Jay-Z,n/a,n/a,n/a,Musicians,Musicians,2011,37,47.11,55.38,,,,,,,
Celebrities,939,Brad Paisley,n/a,n/a,n/a,Musicians,Musicians,2011,40,47.11,55.38,,,,,,,
Celebrities,941,Jennifer Lopez,n/a,n/a,n/a,Musicians,Musicians,2011,25,47.11,55.38,,,,,,,
Celebrities,942,Toby Keith,n/a,n/a,n/a,Musicians,Musicians,2011,50,47.11,55.38,,,,,,,
